EventId,RequestId,EventDateTime,ServiceId,AgencyId,ChannelId,EventType,Status,ProcessingDurationSeconds,SLAElapsedPercent
EVT021968,REQ008933,2026-01-30 19:03,SVC001,AGY003,CH001,Submitted,New,0,0.00
EVT021969,REQ005704,2026-01-30 19:19,SVC009,AGY001,CH003,Submitted,New,0,0.00
EVT021970,REQ000218,2026-01-30 19:23,SVC010,AGY006,CH002,Assigned,In Progress,4824,2.79
EVT021971,REQ005492,2026-01-30 19:25,SVC011,AGY002,CH001,Submitted,New,0,0.00
EVT021972,REQ006100,2026-01-30 19:37,SVC004,AGY002,CH002,Submitted,New,0,0.00
EVT021973,REQ007198,2026-01-30 19:37,SVC008,AGY008,CH001,Assigned,In Progress,6765,2.61
EVT021974,REQ008425,2026-01-30 19:40,SVC010,AGY006,CH003,Submitted,New,0,0.00
EVT021975,REQ001763,2026-01-30 19:42,SVC002,AGY001,CH003,Submitted,New,0,0.00
EVT021976,REQ003968,2026-01-30 19:42,SVC006,AGY005,CH002,Assigned,In Progress,2685,1.55
EVT021977,REQ008933,2026-01-30 19:53,SVC001,AGY003,CH001,Assigned,In Progress,3041,1.17
EVT021978,REQ005704,2026-01-30 20:02,SVC009,AGY001,CH003,Assigned,In Progress,2606,1.01
EVT021979,REQ008425,2026-01-30 20:14,SVC010,AGY006,CH003,Assigned,In Progress,2091,0.81
EVT021980,REQ001430,2026-01-30 20:21,SVC011,AGY002,CH003,StatusChanged,In Progress,11991,10.93
EVT021981,REQ006379,2026-01-30 20:35,SVC007,AGY007,CH002,Submitted,New,0,0.00
EVT021982,REQ003688,2026-01-30 20:40,SVC012,AGY004,CH002,Submitted,New,0,0.00
EVT021983,REQ003124,2026-01-30 20:44,SVC012,AGY004,CH001,Resolved,Closed,42828,68.87
EVT021984,REQ007620,2026-01-30 20:51,SVC006,AGY005,CH005,Assigned,In Progress,6876,2.65
EVT021985,REQ006100,2026-01-30 21:03,SVC004,AGY002,CH002,Assigned,In Progress,5168,1.99
EVT021986,REQ003688,2026-01-30 21:06,SVC012,AGY004,CH002,Assigned,In Progress,1610,0.62
EVT021987,REQ004775,2026-01-30 21:16,SVC010,AGY006,CH004,Resolved,Closed,129465,220.00
EVT021988,REQ004560,2026-01-30 21:20,SVC006,AGY005,CH002,Resolved,Resolved,38918,47.71
EVT021989,REQ005492,2026-01-30 21:22,SVC011,AGY002,CH001,Assigned,In Progress,7061,4.09
EVT021990,REQ001763,2026-01-30 21:36,SVC002,AGY001,CH003,Assigned,In Progress,6847,2.64
EVT021991,REQ009790,2026-01-30 21:39,SVC006,AGY005,CH005,Submitted,New,0,0.00
EVT021992,REQ006379,2026-01-30 22:29,SVC007,AGY007,CH002,Assigned,In Progress,6891,2.66
EVT021993,REQ003253,2026-01-30 22:33,SVC007,AGY007,CH003,Resolved,Resolved,59706,107.08
EVT021994,REQ004239,2026-01-30 22:47,SVC005,AGY004,CH003,Escalated,In Progress,189877,75.51
EVT021995,REQ009790,2026-01-30 22:58,SVC006,AGY005,CH005,Assigned,In Progress,4789,1.85
EVT021996,REQ002635,2026-01-30 23:34,SVC004,AGY002,CH004,StatusChanged,New,32825,13.91
EVT021997,REQ002140,2026-01-30 23:37,SVC004,AGY002,CH003,Escalated,In Progress,131759,51.72
EVT021998,REQ002633,2026-01-30 23:42,SVC011,AGY002,CH005,StatusChanged,New,31083,12.36
EVT021999,REQ000865,2026-01-31 00:39,SVC002,AGY001,CH002,Resolved,Resolved,94850,37.20
EVT022000,REQ009846,2026-01-31 00:57,SVC009,AGY001,CH001,Escalated,In Progress,27741,17.41
EVT022001,REQ008479,2026-01-31 01:39,SVC001,AGY003,CH004,StatusChanged,In Progress,50805,21.67
EVT022002,REQ005213,2026-01-31 01:46,SVC003,AGY006,CH002,Resolved,Resolved,141625,85.35
EVT022003,REQ004966,2026-01-31 02:03,SVC004,AGY002,CH001,Resolved,Resolved,117247,47.08
EVT022004,REQ003185,2026-01-31 02:11,SVC003,AGY006,CH001,Escalated,In Progress,314218,124.00
EVT022005,REQ006793,2026-01-31 02:13,SVC012,AGY004,CH001,Resolved,Resolved,230086,89.54
EVT022006,REQ004149,2026-01-31 03:36,SVC001,AGY003,CH002,Resolved,Closed,86416,110.81
EVT022007,REQ001046,2026-01-31 04:04,SVC005,AGY004,CH001,StatusChanged,In Progress,53670,34.09
EVT022008,REQ009846,2026-01-31 04:21,SVC009,AGY001,CH001,Resolved,Closed,12214,24.48
EVT022009,REQ004199,2026-01-31 05:19,SVC004,AGY002,CH001,Resolved,Resolved,250315,97.38
EVT022010,REQ004432,2026-01-31 05:20,SVC004,AGY002,CH001,Resolved,Resolved,137487,80.90
EVT022011,REQ008755,2026-01-31 05:29,SVC004,AGY002,CH002,Resolved,Resolved,57573,74.38
EVT022012,REQ001310,2026-01-31 06:12,SVC010,AGY006,CH001,Escalated,In Progress,316343,122.43
EVT022013,REQ001172,2026-01-31 06:17,SVC009,AGY001,CH005,StatusChanged,New,49991,20.89
EVT022014,REQ004980,2026-01-31 06:45,SVC010,AGY006,CH002,Resolved,Resolved,140589,56.85
EVT022015,REQ005889,2026-01-31 06:51,SVC004,AGY002,CH005,Escalated,In Progress,138535,53.90
EVT022016,REQ004081,2026-01-31 07:25,SVC004,AGY002,CH002,Escalated,In Progress,332626,129.03
EVT022017,REQ006021,2026-01-31 09:00,SVC006,AGY005,CH002,Submitted,New,0,0.00
EVT022018,REQ007198,2026-01-31 09:00,SVC008,AGY008,CH001,StatusChanged,In Progress,48152,21.19
EVT022019,REQ005548,2026-01-31 09:04,SVC001,AGY003,CH001,Resolved,Closed,153699,92.19
EVT022020,REQ008964,2026-01-31 09:06,SVC011,AGY002,CH002,Submitted,New,0,0.00
EVT022021,REQ001079,2026-01-31 09:08,SVC011,AGY002,CH002,Submitted,New,0,0.00
EVT022022,REQ008964,2026-01-31 09:30,SVC011,AGY002,CH002,Assigned,In Progress,1468,0.85
EVT022023,REQ001079,2026-01-31 09:52,SVC011,AGY002,CH002,Assigned,In Progress,2699,1.04
EVT022024,REQ002474,2026-01-31 10:00,SVC007,AGY007,CH001,Submitted,New,0,0.00
EVT022025,REQ001500,2026-01-31 10:17,SVC007,AGY007,CH001,Submitted,New,0,0.00
EVT022026,REQ003688,2026-01-31 10:23,SVC012,AGY004,CH002,Escalated,In Progress,47781,19.06
EVT022027,REQ002419,2026-01-31 10:31,SVC011,AGY002,CH002,Submitted,New,0,0.00
EVT022028,REQ002474,2026-01-31 10:38,SVC007,AGY007,CH001,Assigned,In Progress,2336,0.90
EVT022029,REQ001500,2026-01-31 10:40,SVC007,AGY007,CH001,Assigned,In Progress,1404,0.33
EVT022030,REQ008715,2026-01-31 10:40,SVC006,AGY005,CH005,Resolved,Resolved,66442,28.31
EVT022031,REQ000177,2026-01-31 10:55,SVC010,AGY006,CH003,Escalated,In Progress,163384,64.74
EVT022032,REQ006021,2026-01-31 10:58,SVC006,AGY005,CH002,Assigned,In Progress,7126,2.75
EVT022033,REQ003300,2026-01-31 10:59,SVC004,AGY002,CH001,Submitted,New,0,0.00
EVT022034,REQ006796,2026-01-31 11:07,SVC008,AGY008,CH001,Submitted,New,0,0.00
EVT022035,REQ006605,2026-01-31 11:20,SVC001,AGY003,CH001,Submitted,New,0,0.00
EVT022036,REQ002419,2026-01-31 11:27,SVC011,AGY002,CH002,Assigned,In Progress,3386,0.78
EVT022037,REQ005820,2026-01-31 11:27,SVC005,AGY004,CH002,Resolved,Resolved,172718,68.40
EVT022038,REQ008481,2026-01-31 11:28,SVC007,AGY007,CH001,Resolved,Closed,184408,72.78
EVT022039,REQ003300,2026-01-31 11:29,SVC004,AGY002,CH001,Assigned,In Progress,1853,0.71
EVT022040,REQ006796,2026-01-31 11:41,SVC008,AGY008,CH001,Assigned,In Progress,2052,2.38
EVT022041,REQ002605,2026-01-31 11:44,SVC010,AGY006,CH002,Submitted,New,0,0.00
EVT022042,REQ008959,2026-01-31 11:45,SVC007,AGY007,CH004,Resolved,Closed,130643,52.71
EVT022043,REQ004239,2026-01-31 11:59,SVC005,AGY004,CH003,Resolved,Resolved,47507,93.84
EVT022044,REQ008625,2026-01-31 12:10,SVC001,AGY003,CH001,Resolved,Resolved,136906,55.14
EVT022045,REQ003892,2026-01-31 12:16,SVC003,AGY006,CH005,Escalated,In Progress,170174,99.35
EVT022046,REQ001266,2026-01-31 12:22,SVC011,AGY002,CH001,Resolved,Resolved,177334,42.40
EVT022047,REQ008933,2026-01-31 12:24,SVC001,AGY003,CH001,Resolved,Resolved,59419,24.10
EVT022048,REQ006605,2026-01-31 12:25,SVC001,AGY003,CH001,Assigned,In Progress,3940,1.52
EVT022049,REQ009693,2026-01-31 12:59,SVC003,AGY006,CH004,Escalated,In Progress,350295,135.60
EVT022050,REQ002605,2026-01-31 13:23,SVC010,AGY006,CH002,Assigned,In Progress,5947,3.44
EVT022051,REQ003114,2026-01-31 13:27,SVC003,AGY006,CH001,Resolved,Resolved,99351,161.90
EVT022052,REQ002474,2026-01-31 14:07,SVC007,AGY007,CH001,StatusChanged,In Progress,12521,5.73
EVT022053,REQ003451,2026-01-31 14:11,SVC001,AGY003,CH001,Submitted,New,0,0.00
EVT022054,REQ008689,2026-01-31 14:42,SVC005,AGY004,CH003,Resolved,Closed,241582,95.79
EVT022055,REQ003451,2026-01-31 14:47,SVC001,AGY003,CH001,Assigned,In Progress,2165,0.84
EVT022056,REQ004639,2026-01-31 15:09,SVC001,AGY003,CH003,Submitted,New,0,0.00
EVT022057,REQ003688,2026-01-31 15:13,SVC012,AGY004,CH002,Resolved,Resolved,17388,25.76
EVT022058,REQ001182,2026-01-31 15:14,SVC010,AGY006,CH002,Submitted,New,0,0.00
EVT022059,REQ002729,2026-01-31 15:16,SVC007,AGY007,CH001,Submitted,New,0,0.00
EVT022060,REQ005412,2026-01-31 15:31,SVC001,AGY003,CH005,Submitted,New,0,0.00
EVT022061,REQ001182,2026-01-31 15:40,SVC010,AGY006,CH002,Assigned,In Progress,1610,0.93
EVT022062,REQ002729,2026-01-31 15:43,SVC007,AGY007,CH001,Assigned,In Progress,1631,0.63
EVT022063,REQ006391,2026-01-31 16:03,SVC010,AGY006,CH003,Resolved,Resolved,157075,61.53
EVT022064,REQ004639,2026-01-31 16:09,SVC001,AGY003,CH003,Assigned,In Progress,3633,1.40
EVT022065,REQ005412,2026-01-31 16:11,SVC001,AGY003,CH005,Assigned,In Progress,2402,0.93
EVT022066,REQ003227,2026-01-31 16:15,SVC011,AGY002,CH002,Submitted,New,0,0.00
EVT022067,REQ007054,2026-01-31 16:17,SVC004,AGY002,CH004,Submitted,New,0,0.00
EVT022068,REQ000218,2026-01-31 16:48,SVC010,AGY006,CH002,StatusChanged,New,77098,47.41
EVT022069,REQ002536,2026-01-31 16:52,SVC004,AGY002,CH003,Escalated,In Progress,438842,160.00
EVT022070,REQ006032,2026-01-31 17:02,SVC012,AGY004,CH004,StatusChanged,In Progress,83522,33.06
EVT022071,REQ002668,2026-01-31 17:17,SVC006,AGY005,CH003,Resolved,Closed,198817,116.35
EVT022072,REQ003227,2026-01-31 17:17,SVC011,AGY002,CH002,Assigned,In Progress,3731,0.86
EVT022073,REQ007054,2026-01-31 17:29,SVC004,AGY002,CH004,Assigned,In Progress,4354,1.68
EVT022074,REQ006796,2026-01-31 17:30,SVC008,AGY008,CH001,Resolved,Resolved,20928,26.60
EVT022075,REQ000883,2026-01-31 19:28,SVC006,AGY005,CH003,Escalated,In Progress,372456,144.08
EVT022076,REQ009447,2026-01-31 19:50,SVC006,AGY005,CH002,Resolved,Resolved,205475,81.34
EVT022077,REQ005492,2026-01-31 20:35,SVC011,AGY002,CH001,StatusChanged,Pending Citizen,83582,52.46
EVT022078,REQ006996,2026-01-31 21:50,SVC001,AGY003,CH004,Escalated,In Progress,118186,69.51
EVT022079,REQ003227,2026-01-31 21:58,SVC011,AGY002,CH002,StatusChanged,Pending Citizen,16873,4.77
EVT022080,REQ002140,2026-01-31 22:02,SVC004,AGY002,CH003,Resolved,Resolved,80673,82.85
EVT022081,REQ003892,2026-01-31 22:45,SVC003,AGY006,CH005,Resolved,Resolved,37718,121.18
EVT022082,REQ007410,2026-01-31 22:49,SVC007,AGY007,CH001,Escalated,In Progress,182711,73.06
EVT022083,REQ006605,2026-01-31 23:14,SVC001,AGY003,CH001,Escalated,In Progress,38900,16.53
EVT022084,REQ002603,2026-01-31 23:41,SVC004,AGY002,CH003,Resolved,Resolved,195892,77.71
EVT022085,REQ005412,2026-02-01 00:02,SVC001,AGY003,CH005,StatusChanged,In Progress,28278,11.84
EVT022086,REQ003846,2026-02-01 00:31,SVC002,AGY001,CH004,Resolved,Closed,153803,220.00
EVT022087,REQ004189,2026-02-01 00:41,SVC011,AGY002,CH001,Escalated,In Progress,110174,26.12
EVT022088,REQ001495,2026-02-01 00:54,SVC011,AGY002,CH004,Resolved,Closed,118847,48.61
EVT022089,REQ004569,2026-02-01 01:20,SVC004,AGY002,CH001,Escalated,In Progress,290674,113.33
EVT022090,REQ008983,2026-02-01 01:47,SVC003,AGY006,CH003,Resolved,Closed,115653,67.53
EVT022091,REQ008176,2026-02-01 02:23,SVC010,AGY006,CH005,Resolved,Resolved,121367,47.96
EVT022092,REQ005704,2026-02-01 02:39,SVC009,AGY001,CH003,Escalated,In Progress,110225,43.53
EVT022093,REQ007742,2026-02-01 04:17,SVC002,AGY001,CH001,Resolved,Resolved,148899,59.84
EVT022094,REQ004081,2026-02-01 04:34,SVC004,AGY002,CH002,Resolved,Resolved,76084,158.38
EVT022095,REQ007054,2026-02-01 04:53,SVC004,AGY002,CH004,StatusChanged,Pending Citizen,41031,17.51
EVT022096,REQ002007,2026-02-01 04:56,SVC009,AGY001,CH002,Resolved,Resolved,229392,54.49
EVT022097,REQ002605,2026-02-01 04:57,SVC010,AGY006,CH002,Resolved,Closed,56033,35.87
EVT022098,REQ006605,2026-02-01 05:03,SVC001,AGY003,CH001,Resolved,Resolved,20939,24.61
EVT022099,REQ001968,2026-02-01 05:43,SVC004,AGY002,CH001,Escalated,In Progress,397242,154.60
EVT022100,REQ003185,2026-02-01 05:58,SVC003,AGY006,CH001,Resolved,Resolved,99967,162.57
EVT022101,REQ005889,2026-02-01 07:41,SVC004,AGY002,CH005,Resolved,Closed,89381,88.38
EVT022102,REQ008964,2026-02-01 08:04,SVC011,AGY002,CH002,Resolved,Resolved,81212,47.85
EVT022103,REQ004465,2026-02-01 09:18,SVC003,AGY006,CH003,Submitted,New,0,0.00
EVT022104,REQ004889,2026-02-01 09:29,SVC007,AGY007,CH005,Submitted,New,0,0.00
EVT022105,REQ005348,2026-02-01 09:34,SVC010,AGY006,CH001,Submitted,New,0,0.00
EVT022106,REQ004889,2026-02-01 09:44,SVC007,AGY007,CH005,Assigned,In Progress,934,0.54
EVT022107,REQ006379,2026-02-01 09:52,SVC007,AGY007,CH002,Escalated,In Progress,127332,51.78
EVT022108,REQ004189,2026-02-01 09:53,SVC011,AGY002,CH001,Resolved,Resolved,33085,33.78
EVT022109,REQ003102,2026-02-01 10:08,SVC006,AGY005,CH001,Submitted,New,0,0.00
EVT022110,REQ007878,2026-02-01 10:34,SVC006,AGY005,CH005,Submitted,New,0,0.00
EVT022111,REQ006519,2026-02-01 10:38,SVC006,AGY005,CH001,Submitted,New,0,0.00
EVT022112,REQ007108,2026-02-01 10:38,SVC005,AGY004,CH004,Submitted,New,0,0.00
EVT022113,REQ003102,2026-02-01 10:52,SVC006,AGY005,CH001,Assigned,In Progress,2671,3.09
EVT022114,REQ004465,2026-02-01 10:52,SVC003,AGY006,CH003,Assigned,In Progress,5655,3.27
EVT022115,REQ007878,2026-02-01 10:52,SVC006,AGY005,CH005,Assigned,In Progress,1098,0.42
EVT022116,REQ005348,2026-02-01 11:20,SVC010,AGY006,CH001,Assigned,In Progress,6374,2.46
EVT022117,REQ008747,2026-02-01 11:24,SVC002,AGY001,CH004,Submitted,New,0,0.00
EVT022118,REQ000177,2026-02-01 11:35,SVC010,AGY006,CH003,Resolved,Resolved,88752,98.98
EVT022119,REQ007081,2026-02-01 11:36,SVC003,AGY006,CH001,Submitted,New,0,0.00
EVT022120,REQ004968,2026-02-01 11:48,SVC011,AGY002,CH001,Submitted,New,0,0.00
EVT022121,REQ007108,2026-02-01 11:49,SVC005,AGY004,CH004,Assigned,In Progress,4283,1.65
EVT022122,REQ001912,2026-02-01 12:10,SVC006,AGY005,CH002,Resolved,Resolved,150376,160.30
EVT022123,REQ006519,2026-02-01 12:25,SVC006,AGY005,CH001,Assigned,In Progress,6446,2.49
EVT022124,REQ008425,2026-02-01 12:35,SVC010,AGY006,CH003,Resolved,Resolved,145209,56.83
EVT022125,REQ006776,2026-02-01 12:39,SVC004,AGY002,CH004,Resolved,Resolved,178360,70.93
EVT022126,REQ007081,2026-02-01 12:56,SVC003,AGY006,CH001,Assigned,In Progress,4809,5.57
EVT022127,REQ008747,2026-02-01 13:02,SVC002,AGY001,CH004,Assigned,In Progress,5885,3.41
EVT022128,REQ009647,2026-02-01 13:09,SVC006,AGY005,CH002,Escalated,In Progress,182327,109.08
EVT022129,REQ004968,2026-02-01 13:38,SVC011,AGY002,CH001,Assigned,In Progress,6639,7.68
EVT022130,REQ009153,2026-02-01 14:00,SVC009,AGY001,CH002,Submitted,New,0,0.00
EVT022131,REQ003602,2026-02-01 14:54,SVC004,AGY002,CH005,Escalated,In Progress,348309,136.02
EVT022132,REQ003694,2026-02-01 14:57,SVC004,AGY002,CH004,Submitted,New,0,0.00
EVT022133,REQ006996,2026-02-01 14:57,SVC001,AGY003,CH004,Resolved,Resolved,61573,105.14
EVT022134,REQ009153,2026-02-01 15:06,SVC009,AGY001,CH002,Assigned,In Progress,4010,0.93
EVT022135,REQ005177,2026-02-01 15:07,SVC010,AGY006,CH005,Resolved,Resolved,182645,220.00
EVT022136,REQ003878,2026-02-01 15:17,SVC004,AGY002,CH001,Resolved,Resolved,269412,105.21
EVT022137,REQ003694,2026-02-01 15:52,SVC004,AGY002,CH004,Assigned,In Progress,3320,1.28
EVT022138,REQ000920,2026-02-01 16:03,SVC003,AGY006,CH002,Submitted,New,0,0.00
EVT022139,REQ003102,2026-02-01 16:03,SVC006,AGY005,CH001,Resolved,Resolved,18629,24.65
EVT022140,REQ000920,2026-02-01 17:02,SVC003,AGY006,CH002,Assigned,In Progress,3591,2.08
EVT022141,REQ003968,2026-02-01 17:22,SVC006,AGY005,CH002,Escalated,In Progress,164373,96.68
EVT022142,REQ003496,2026-02-01 17:31,SVC002,AGY001,CH004,Resolved,Resolved,173976,186.51
EVT022143,REQ002536,2026-02-01 17:48,SVC004,AGY002,CH003,Resolved,Resolved,89723,205.97
EVT022144,REQ004968,2026-02-01 19:03,SVC011,AGY002,CH001,Resolved,Resolved,19461,30.21
EVT022145,REQ009884,2026-02-01 19:25,SVC010,AGY006,CH003,Resolved,Closed,535266,125.19
EVT022146,REQ009532,2026-02-01 20:05,SVC009,AGY001,CH005,Submitted,New,0,0.00
EVT022147,REQ005704,2026-02-01 20:15,SVC009,AGY001,CH003,Resolved,Resolved,63328,67.96
EVT022148,REQ005238,2026-02-01 20:31,SVC010,AGY006,CH003,Submitted,New,0,0.00
EVT022149,REQ008878,2026-02-01 21:01,SVC009,AGY001,CH001,Resolved,Closed,386669,89.81
EVT022150,REQ005238,2026-02-01 21:21,SVC010,AGY006,CH003,Assigned,In Progress,3043,1.17
EVT022151,REQ006305,2026-02-01 21:53,SVC008,AGY008,CH004,Resolved,Resolved,272540,64.68
EVT022152,REQ009532,2026-02-01 21:58,SVC009,AGY001,CH005,Assigned,In Progress,6803,1.57
EVT022153,REQ003451,2026-02-01 22:18,SVC001,AGY003,CH001,Resolved,Resolved,113455,44.61
EVT022154,REQ008603,2026-02-01 22:58,SVC010,AGY006,CH003,Resolved,Resolved,449980,105.42
EVT022155,REQ006100,2026-02-01 23:45,SVC004,AGY002,CH002,Resolved,Resolved,182512,72.41
EVT022156,REQ007081,2026-02-01 23:54,SVC003,AGY006,CH001,Resolved,Closed,39471,51.25
EVT022157,REQ000964,2026-02-01 23:59,SVC002,AGY001,CH003,Resolved,Closed,466758,108.88
EVT022158,REQ000397,2026-02-02 00:43,SVC003,AGY006,CH002,Resolved,Resolved,196164,78.15
EVT022159,REQ006379,2026-02-02 01:00,SVC007,AGY007,CH002,Resolved,Closed,54476,72.80
EVT022160,REQ001079,2026-02-02 03:42,SVC011,AGY002,CH002,Escalated,In Progress,150557,59.13
EVT022161,REQ007410,2026-02-02 05:11,SVC007,AGY007,CH001,Resolved,Resolved,109298,115.23
EVT022162,REQ001968,2026-02-02 06:45,SVC004,AGY002,CH001,Resolved,Resolved,90079,189.35
EVT022163,REQ009153,2026-02-02 07:59,SVC009,AGY001,CH002,Escalated,In Progress,60733,14.99
EVT022164,REQ008227,2026-02-02 08:03,SVC010,AGY006,CH003,Submitted,New,0,0.00
EVT022165,REQ006583,2026-02-02 08:07,SVC001,AGY003,CH003,Submitted,New,0,0.00
EVT022166,REQ008171,2026-02-02 08:08,SVC005,AGY004,CH003,Submitted,New,0,0.00
EVT022167,REQ008227,2026-02-02 08:36,SVC010,AGY006,CH003,Assigned,In Progress,1997,0.77
EVT022168,REQ004350,2026-02-02 08:48,SVC009,AGY001,CH002,Escalated,In Progress,394288,154.07
EVT022169,REQ007108,2026-02-02 08:54,SVC005,AGY004,CH004,Resolved,Resolved,75877,30.93
EVT022170,REQ008171,2026-02-02 08:59,SVC005,AGY004,CH003,Assigned,In Progress,3095,0.72
EVT022171,REQ001724,2026-02-02 09:12,SVC009,AGY001,CH003,Submitted,New,0,0.00
EVT022172,REQ009790,2026-02-02 09:20,SVC006,AGY005,CH005,Resolved,Resolved,210071,82.89
EVT022173,REQ002101,2026-02-02 09:27,SVC010,AGY006,CH004,Submitted,New,0,0.00
EVT022174,REQ004238,2026-02-02 09:30,SVC003,AGY006,CH003,Resolved,Closed,427306,99.96
EVT022175,REQ006583,2026-02-02 09:38,SVC001,AGY003,CH003,Assigned,In Progress,5495,2.12
EVT022176,REQ002101,2026-02-02 09:47,SVC010,AGY006,CH004,Assigned,In Progress,1245,0.72
EVT022177,REQ006572,2026-02-02 09:53,SVC001,AGY003,CH001,Submitted,New,0,0.00
EVT022178,REQ004541,2026-02-02 09:55,SVC007,AGY007,CH001,Submitted,New,0,0.00
EVT022179,REQ002729,2026-02-02 10:06,SVC007,AGY007,CH001,Resolved,Resolved,152569,59.49
EVT022180,REQ002930,2026-02-02 10:14,SVC001,AGY003,CH001,Submitted,New,0,0.00
EVT022181,REQ001310,2026-02-02 10:24,SVC010,AGY006,CH001,Resolved,Resolved,187868,194.91
EVT022182,REQ009693,2026-02-02 10:36,SVC003,AGY006,CH004,Resolved,Resolved,164167,198.94
EVT022183,REQ006572,2026-02-02 10:43,SVC001,AGY003,CH001,Assigned,In Progress,3001,1.16
EVT022184,REQ001724,2026-02-02 10:46,SVC009,AGY001,CH003,Assigned,In Progress,5664,2.19
EVT022185,REQ001049,2026-02-02 10:53,SVC004,AGY002,CH001,Submitted,New,0,0.00
EVT022186,REQ002930,2026-02-02 11:05,SVC001,AGY003,CH001,Assigned,In Progress,3105,0.72
EVT022187,REQ004221,2026-02-02 11:12,SVC004,AGY002,CH001,Submitted,New,0,0.00
EVT022188,REQ005120,2026-02-02 11:25,SVC011,AGY002,CH002,Submitted,New,0,0.00
EVT022189,REQ004541,2026-02-02 11:49,SVC007,AGY007,CH001,Assigned,In Progress,6846,3.96
EVT022190,REQ004221,2026-02-02 12:07,SVC004,AGY002,CH001,Assigned,In Progress,3322,1.28
EVT022191,REQ008001,2026-02-02 12:41,SVC001,AGY003,CH001,Submitted,New,0,0.00
EVT022192,REQ001049,2026-02-02 12:43,SVC004,AGY002,CH001,Assigned,In Progress,6644,2.56
EVT022193,REQ005120,2026-02-02 13:08,SVC011,AGY002,CH002,Assigned,In Progress,6237,3.61
EVT022194,REQ008001,2026-02-02 13:22,SVC001,AGY003,CH001,Assigned,In Progress,2492,1.44
EVT022195,REQ000828,2026-02-02 14:10,SVC004,AGY002,CH002,Submitted,New,0,0.00
EVT022196,REQ001079,2026-02-02 15:13,SVC011,AGY002,CH002,Resolved,Closed,41443,75.12
EVT022197,REQ009707,2026-02-02 15:27,SVC004,AGY002,CH005,Submitted,New,0,0.00
EVT022198,REQ000828,2026-02-02 15:56,SVC004,AGY002,CH002,Assigned,In Progress,6413,2.47
EVT022199,REQ001276,2026-02-02 16:17,SVC006,AGY005,CH002,Submitted,New,0,0.00
EVT022200,REQ007620,2026-02-02 16:19,SVC006,AGY005,CH005,Resolved,Resolved,242844,96.34
EVT022201,REQ009809,2026-02-02 16:25,SVC005,AGY004,CH001,Submitted,New,0,0.00
EVT022202,REQ008467,2026-02-02 16:38,SVC008,AGY008,CH002,Submitted,New,0,0.00
EVT022203,REQ009707,2026-02-02 16:49,SVC004,AGY002,CH005,Assigned,In Progress,4946,5.72
EVT022204,REQ006491,2026-02-02 16:53,SVC009,AGY001,CH002,Submitted,New,0,0.00
EVT022205,REQ009069,2026-02-02 16:58,SVC012,AGY004,CH002,Submitted,New,0,0.00
EVT022206,REQ001276,2026-02-02 17:06,SVC006,AGY005,CH002,Assigned,In Progress,2987,1.15
EVT022207,REQ008886,2026-02-02 17:12,SVC010,AGY006,CH002,Submitted,New,0,0.00
EVT022208,REQ005604,2026-02-02 17:35,SVC002,AGY001,CH001,Submitted,New,0,0.00
EVT022209,REQ005999,2026-02-02 17:38,SVC003,AGY006,CH002,Submitted,New,0,0.00
EVT022210,REQ002419,2026-02-02 17:48,SVC011,AGY002,CH002,Resolved,Resolved,195634,46.07
EVT022211,REQ005805,2026-02-02 17:48,SVC006,AGY005,CH002,Submitted,New,0,0.00
EVT022212,REQ009038,2026-02-02 17:57,SVC003,AGY006,CH002,Submitted,New,0,0.00
EVT022213,REQ003606,2026-02-02 17:58,SVC003,AGY006,CH004,Submitted,New,0,0.00
EVT022214,REQ006491,2026-02-02 17:58,SVC009,AGY001,CH002,Assigned,In Progress,3906,1.51
EVT022215,REQ005999,2026-02-02 17:59,SVC003,AGY006,CH002,Assigned,In Progress,1308,0.50
EVT022216,REQ009069,2026-02-02 18:08,SVC012,AGY004,CH002,Assigned,In Progress,4251,0.98
EVT022217,REQ009809,2026-02-02 18:12,SVC005,AGY004,CH001,Assigned,In Progress,6472,2.50
EVT022218,REQ008467,2026-02-02 18:20,SVC008,AGY008,CH002,Assigned,In Progress,6139,2.37
EVT022219,REQ004480,2026-02-02 18:32,SVC012,AGY004,CH001,Submitted,New,0,0.00
EVT022220,REQ005604,2026-02-02 18:42,SVC002,AGY001,CH001,Assigned,In Progress,4070,1.57
EVT022221,REQ004889,2026-02-02 18:48,SVC007,AGY007,CH005,Escalated,In Progress,119025,69.42
EVT022222,REQ009038,2026-02-02 18:49,SVC003,AGY006,CH002,Assigned,In Progress,3121,1.20
EVT022223,REQ008886,2026-02-02 18:55,SVC010,AGY006,CH002,Assigned,In Progress,6226,2.40
EVT022224,REQ003606,2026-02-02 19:14,SVC003,AGY006,CH004,Assigned,In Progress,4568,2.64
EVT022225,REQ009153,2026-02-02 19:19,SVC009,AGY001,CH002,Resolved,Closed,40796,24.43
EVT022226,REQ005238,2026-02-02 19:25,SVC010,AGY006,CH003,Resolved,Resolved,79397,31.81
EVT022227,REQ009211,2026-02-02 19:25,SVC009,AGY001,CH003,Submitted,New,0,0.00
EVT022228,REQ005805,2026-02-02 19:32,SVC006,AGY005,CH002,Assigned,In Progress,6251,3.62
EVT022229,REQ006346,2026-02-02 19:57,SVC006,AGY005,CH001,Submitted,New,0,0.00
EVT022230,REQ004480,2026-02-02 19:58,SVC012,AGY004,CH001,Assigned,In Progress,5211,2.01
