RequestId,DateKey,ServiceId,AgencyId,ChannelId,SLAId,CitizenSegment,SubmittedDateTime,ResolvedDateTime,Status,Priority,AssignedTeam,ResolutionHours,IsSLABreached,BacklogFlag
REQ008069,20251221,SVC007,AGY007,CH003,SLA026,Senior,2025-12-21 10:34,2025-12-23 20:24,Closed,Normal,Health Service Desk,57.84,False,False
REQ008070,20260406,SVC004,AGY002,CH001,SLA015,Community Partner,2026-04-06 09:11,2026-04-07 08:50,Closed,High,Case Operations Team,23.65,False,False
REQ008071,20260112,SVC004,AGY002,CH005,SLA014,Senior,2026-01-12 09:16,2026-01-14 22:19,Resolved,Normal,Case Operations Team,61.05,False,False
REQ008072,20250811,SVC011,AGY002,CH001,SLA042,Visitor,2025-08-11 18:33,2025-08-14 01:43,Resolved,Normal,Case Operations Team,55.17,False,False
REQ008073,20260320,SVC001,AGY003,CH003,SLA002,Caregiver,2026-03-20 09:41,2026-03-23 12:53,Resolved,Normal,Licensing Review Team,75.22,False,False
REQ008074,20260211,SVC006,AGY005,CH005,SLA023,Resident,2026-02-11 10:27,2026-02-12 07:13,Resolved,High,Housing Assistance Team,20.78,False,False
REQ008075,20260327,SVC006,AGY005,CH005,SLA022,Visitor,2026-03-27 18:11,2026-03-30 08:33,Resolved,Normal,Housing Assistance Team,62.37,False,False
REQ008076,20250708,SVC001,AGY003,CH005,SLA001,Business User,2025-07-08 16:02,2025-07-10 01:08,Resolved,Low,Licensing Review Team,33.11,False,False
REQ008077,20260113,SVC008,AGY008,CH002,SLA030,Visitor,2026-01-13 16:46,2026-01-15 04:03,Resolved,Normal,Workforce Case Team,35.30,False,False
REQ008078,20250827,SVC001,AGY003,CH001,SLA002,Visitor,2025-08-27 16:28,,In Progress,Normal,Licensing Review Team,,False,True
REQ008079,20250602,SVC006,AGY005,CH004,SLA022,Senior,2025-06-02 11:57,2025-06-07 07:11,Resolved,Normal,Housing Assistance Team,115.24,True,False
REQ008080,20250715,SVC008,AGY008,CH001,SLA030,Resident,2025-07-15 12:46,2025-07-17 20:08,Resolved,Normal,Workforce Case Team,55.37,False,False
REQ008081,20251121,SVC003,AGY006,CH002,SLA010,Community Partner,2025-11-21 07:49,2025-11-22 01:36,Closed,Normal,Grant Operations Team,17.80,False,False
REQ008082,20260303,SVC012,AGY004,CH003,SLA046,Visitor,2026-03-03 20:43,2026-03-05 16:05,Resolved,Normal,Mobility Response Team,43.37,False,False
REQ008083,20250611,SVC003,AGY006,CH002,SLA010,Community Partner,2025-06-11 17:15,,In Progress,Normal,Grant Operations Team,,False,True
REQ008084,20250613,SVC010,AGY006,CH002,SLA038,Business User,2025-06-13 13:37,2025-06-18 16:55,Resolved,Normal,Grant Operations Team,123.31,True,False
REQ008085,20260213,SVC008,AGY008,CH003,SLA030,Visitor,2026-02-13 07:29,2026-02-16 07:49,Resolved,Normal,Workforce Case Team,72.34,False,False
REQ008086,20260425,SVC003,AGY006,CH001,SLA010,Caregiver,2026-04-25 09:05,2026-04-28 01:21,Resolved,Normal,Grant Operations Team,64.27,False,False
REQ008087,20260227,SVC001,AGY003,CH002,SLA001,Caregiver,2026-02-27 08:49,2026-03-01 23:48,Resolved,Low,Licensing Review Team,62.99,False,False
REQ008088,20251130,SVC001,AGY003,CH001,SLA001,Caregiver,2025-11-30 09:05,2025-12-03 07:29,Closed,Low,Licensing Review Team,70.41,False,False
REQ008089,20250921,SVC010,AGY006,CH003,SLA040,Senior,2025-09-21 15:10,2025-09-22 00:33,Resolved,Urgent,Grant Operations Team,9.40,False,False
REQ008090,20250701,SVC005,AGY004,CH001,SLA018,Business User,2025-07-01 18:39,,Pending Citizen,Normal,Mobility Response Team,,False,True
REQ008091,20260511,SVC011,AGY002,CH003,SLA042,Community Partner,2026-05-11 10:25,2026-05-13 16:43,Closed,Normal,Case Operations Team,54.30,False,False
REQ008092,20260324,SVC005,AGY004,CH004,SLA018,Community Partner,2026-03-24 16:16,2026-03-27 14:25,Closed,Normal,Mobility Response Team,70.16,False,False
REQ008093,20250919,SVC008,AGY008,CH001,SLA030,Caregiver,2025-09-19 22:51,,In Progress,Normal,Workforce Case Team,,False,True
REQ008094,20260512,SVC007,AGY007,CH003,SLA026,Senior,2026-05-12 14:12,2026-05-13 21:28,Closed,Normal,Health Service Desk,31.28,False,False
REQ008095,20260312,SVC006,AGY005,CH001,SLA022,Resident,2026-03-12 07:58,2026-03-13 22:13,Resolved,Normal,Housing Assistance Team,38.26,False,False
REQ008096,20250822,SVC012,AGY004,CH002,SLA046,Resident,2025-08-22 14:29,,In Progress,Normal,Mobility Response Team,,False,True
REQ008097,20260225,SVC003,AGY006,CH005,SLA010,Visitor,2026-02-25 10:26,2026-02-26 18:20,Resolved,Normal,Grant Operations Team,31.90,False,False
REQ008098,20260210,SVC006,AGY005,CH003,SLA023,Caregiver,2026-02-10 12:05,2026-02-12 07:49,Resolved,High,Housing Assistance Team,43.75,False,False
REQ008099,20260303,SVC010,AGY006,CH003,SLA039,Visitor,2026-03-03 17:02,2026-03-08 08:37,Resolved,High,Grant Operations Team,111.59,True,False
REQ008100,20250604,SVC004,AGY002,CH002,SLA014,Community Partner,2025-06-04 18:53,2025-06-09 14:01,Resolved,Normal,Case Operations Team,115.14,True,False
REQ008101,20250820,SVC005,AGY004,CH005,SLA018,Caregiver,2025-08-20 10:44,2025-08-26 03:40,Closed,Normal,Mobility Response Team,136.95,True,False
REQ008102,20250722,SVC008,AGY008,CH001,SLA030,Business User,2025-07-22 11:16,2025-07-23 22:12,Resolved,Normal,Workforce Case Team,34.94,False,False
REQ008103,20251022,SVC009,AGY001,CH002,SLA034,Resident,2025-10-22 14:10,2025-10-24 11:42,Resolved,Normal,Citizen Portal Team,45.54,False,False
REQ008104,20250908,SVC011,AGY002,CH005,SLA042,Senior,2025-09-08 21:05,2025-09-10 13:51,Closed,Normal,Case Operations Team,40.77,False,False
REQ008105,20250623,SVC004,AGY002,CH001,SLA014,Resident,2025-06-23 18:53,2025-06-25 19:56,Resolved,Normal,Case Operations Team,49.05,False,False
REQ008106,20260203,SVC001,AGY003,CH002,SLA001,Senior,2026-02-03 13:55,2026-02-05 03:54,Closed,Low,Licensing Review Team,38.00,False,False
REQ008107,20260505,SVC005,AGY004,CH002,SLA018,Business User,2026-05-05 16:59,2026-05-08 03:01,Closed,Normal,Mobility Response Team,58.04,False,False
REQ008108,20260223,SVC006,AGY005,CH005,SLA021,Community Partner,2026-02-23 11:32,2026-02-28 17:12,Resolved,Low,Housing Assistance Team,125.67,False,False
REQ008109,20260226,SVC012,AGY004,CH001,SLA046,Business User,2026-02-26 09:48,2026-03-04 13:37,Resolved,Normal,Mobility Response Team,147.83,True,False
REQ008110,20260313,SVC003,AGY006,CH005,SLA010,Senior,2026-03-13 17:05,2026-03-15 01:56,Resolved,Normal,Grant Operations Team,32.86,False,False
REQ008111,20260220,SVC011,AGY002,CH001,SLA042,Community Partner,2026-02-20 18:47,2026-02-26 11:03,Closed,Normal,Case Operations Team,136.27,True,False
REQ008112,20250610,SVC006,AGY005,CH001,SLA021,Caregiver,2025-06-10 09:59,2025-06-13 20:19,Closed,Low,Housing Assistance Team,82.35,False,False
REQ008113,20250613,SVC001,AGY003,CH003,SLA003,Community Partner,2025-06-13 17:15,2025-06-15 20:00,Resolved,High,Licensing Review Team,50.76,False,False
REQ008114,20250929,SVC004,AGY002,CH001,SLA014,Community Partner,2025-09-29 16:37,2025-10-04 15:13,Resolved,Normal,Case Operations Team,118.62,True,False
REQ008115,20250711,SVC001,AGY003,CH001,SLA001,Visitor,2025-07-11 09:21,2025-07-12 21:24,Resolved,Low,Licensing Review Team,36.05,False,False
REQ008116,20250604,SVC007,AGY007,CH003,SLA028,Community Partner,2025-06-04 13:45,2025-06-05 04:39,Closed,Urgent,Health Service Desk,14.91,False,False
REQ008117,20251104,SVC010,AGY006,CH003,SLA038,Senior,2025-11-04 13:57,,Pending Citizen,Normal,Grant Operations Team,,False,True
REQ008118,20250713,SVC004,AGY002,CH003,SLA014,Visitor,2025-07-13 14:13,2025-07-16 17:41,Resolved,Normal,Case Operations Team,75.48,False,False
REQ008119,20250831,SVC010,AGY006,CH001,SLA038,Visitor,2025-08-31 16:59,2025-09-02 22:38,Resolved,Normal,Grant Operations Team,53.66,False,False
REQ008120,20260401,SVC003,AGY006,CH002,SLA011,Senior,2026-04-01 11:38,2026-04-04 12:10,Resolved,High,Grant Operations Team,72.53,True,False
REQ008121,20250630,SVC011,AGY002,CH005,SLA042,Caregiver,2025-06-30 19:34,2025-07-02 18:58,Resolved,Normal,Case Operations Team,47.41,False,False
REQ008122,20260410,SVC004,AGY002,CH003,SLA014,Caregiver,2026-04-10 09:35,2026-04-12 14:44,Resolved,Normal,Case Operations Team,53.16,False,False
REQ008123,20250605,SVC006,AGY005,CH003,SLA022,Community Partner,2025-06-05 18:32,2025-06-08 19:13,Resolved,Normal,Housing Assistance Team,72.69,False,False
REQ008124,20251030,SVC001,AGY003,CH003,SLA001,Senior,2025-10-30 09:29,2025-11-03 08:32,Resolved,Low,Licensing Review Team,95.06,False,False
REQ008125,20260421,SVC004,AGY002,CH002,SLA014,Resident,2026-04-21 13:37,2026-04-24 05:57,Resolved,Normal,Case Operations Team,64.34,False,False
REQ008126,20250713,SVC004,AGY002,CH005,SLA014,Resident,2025-07-13 15:46,2025-07-16 16:26,Resolved,Normal,Case Operations Team,72.68,False,False
REQ008127,20260209,SVC001,AGY003,CH002,SLA002,Business User,2026-02-09 22:12,2026-02-11 11:36,Resolved,Normal,Licensing Review Team,37.41,False,False
REQ008128,20260420,SVC002,AGY001,CH003,SLA006,Community Partner,2026-04-20 18:39,2026-04-22 02:14,Closed,Normal,Citizen Portal Team,31.60,False,False
REQ008129,20260423,SVC004,AGY002,CH003,SLA013,Business User,2026-04-23 19:55,2026-04-28 00:01,Resolved,Low,Case Operations Team,100.10,False,False
REQ008130,20260225,SVC005,AGY004,CH003,SLA018,Caregiver,2026-02-25 11:48,2026-02-26 12:03,Resolved,Normal,Mobility Response Team,24.25,False,False
REQ008131,20260123,SVC005,AGY004,CH003,SLA019,Caregiver,2026-01-23 08:18,2026-01-23 20:51,Closed,High,Mobility Response Team,12.56,False,False
REQ008132,20251203,SVC009,AGY001,CH002,SLA034,Caregiver,2025-12-03 21:11,2025-12-04 23:00,Resolved,Normal,Citizen Portal Team,25.83,False,False
REQ008133,20251101,SVC004,AGY002,CH004,SLA014,Senior,2025-11-01 09:33,2025-11-04 22:22,Resolved,Normal,Case Operations Team,84.82,False,False
REQ008134,20260220,SVC002,AGY001,CH002,SLA007,Visitor,2026-02-20 19:40,2026-02-22 00:52,Resolved,High,Citizen Portal Team,29.21,False,False
REQ008135,20260407,SVC001,AGY003,CH003,SLA002,Business User,2026-04-07 09:49,,In Progress,Normal,Licensing Review Team,,False,True
REQ008136,20251229,SVC007,AGY007,CH002,SLA027,Senior,2025-12-29 09:25,,Pending Citizen,High,Health Service Desk,,False,True
REQ008137,20250804,SVC009,AGY001,CH005,SLA035,Visitor,2025-08-04 14:48,2025-08-05 20:30,Closed,High,Citizen Portal Team,29.71,False,False
REQ008138,20260515,SVC010,AGY006,CH002,SLA038,Caregiver,2026-05-15 12:56,,In Progress,Normal,Grant Operations Team,,False,True
REQ008139,20260113,SVC010,AGY006,CH005,SLA038,Community Partner,2026-01-13 18:28,2026-01-16 17:43,Resolved,Normal,Grant Operations Team,71.26,False,False
REQ008140,20260411,SVC010,AGY006,CH001,SLA038,Senior,2026-04-11 10:29,2026-04-13 02:01,Resolved,Normal,Grant Operations Team,39.54,False,False
REQ008141,20251101,SVC001,AGY003,CH001,SLA004,Caregiver,2025-11-01 14:08,2025-11-01 20:52,Closed,Urgent,Licensing Review Team,6.73,False,False
REQ008142,20260318,SVC001,AGY003,CH001,SLA003,Senior,2026-03-18 14:19,2026-03-19 04:13,Resolved,High,Licensing Review Team,13.91,False,False
REQ008143,20260121,SVC011,AGY002,CH001,SLA042,Community Partner,2026-01-21 17:19,2026-01-23 20:03,Closed,Normal,Case Operations Team,50.75,False,False
REQ008144,20250911,SVC004,AGY002,CH005,SLA014,Caregiver,2025-09-11 19:34,2025-09-17 22:31,Resolved,Normal,Case Operations Team,146.96,True,False
REQ008145,20260514,SVC005,AGY004,CH001,SLA019,Community Partner,2026-05-14 15:40,2026-05-16 20:53,Resolved,High,Mobility Response Team,53.22,True,False
REQ008146,20250704,SVC012,AGY004,CH001,SLA045,Business User,2025-07-04 11:21,2025-07-06 23:27,Closed,Low,Mobility Response Team,60.12,False,False
REQ008147,20260313,SVC003,AGY006,CH002,SLA010,Visitor,2026-03-13 09:03,,In Progress,Normal,Grant Operations Team,,False,True
REQ008148,20250902,SVC005,AGY004,CH002,SLA018,Business User,2025-09-02 09:16,2025-09-04 06:21,Resolved,Normal,Mobility Response Team,45.09,False,False
REQ008149,20251215,SVC002,AGY001,CH005,SLA006,Senior,2025-12-15 14:07,2025-12-20 05:56,Closed,Normal,Citizen Portal Team,111.82,True,False
REQ008150,20260105,SVC003,AGY006,CH002,SLA010,Community Partner,2026-01-05 07:26,2026-01-07 00:41,Closed,Normal,Grant Operations Team,41.26,False,False
REQ008151,20250602,SVC012,AGY004,CH001,SLA047,Senior,2025-06-02 17:51,2025-06-04 13:48,Resolved,High,Mobility Response Team,43.96,False,False
REQ008152,20250804,SVC002,AGY001,CH001,SLA007,Senior,2025-08-04 16:06,2025-08-08 18:02,Closed,High,Citizen Portal Team,97.94,True,False
REQ008153,20260101,SVC011,AGY002,CH004,SLA042,Senior,2026-01-01 11:27,,Pending Citizen,Normal,Case Operations Team,,False,True
REQ008154,20260121,SVC004,AGY002,CH001,SLA014,Visitor,2026-01-21 14:39,2026-01-22 23:19,Resolved,Normal,Case Operations Team,32.68,False,False
REQ008155,20251217,SVC006,AGY005,CH003,SLA022,Caregiver,2025-12-17 10:03,2025-12-18 13:23,Resolved,Normal,Housing Assistance Team,27.34,False,False
REQ008156,20260413,SVC010,AGY006,CH001,SLA038,Senior,2026-04-13 17:03,2026-04-18 05:04,Resolved,Normal,Grant Operations Team,108.03,True,False
REQ008157,20260417,SVC012,AGY004,CH005,SLA046,Visitor,2026-04-17 16:22,2026-04-19 02:47,Closed,Normal,Mobility Response Team,34.43,False,False
REQ008158,20251020,SVC012,AGY004,CH003,SLA046,Resident,2025-10-20 09:49,,In Progress,Normal,Mobility Response Team,,False,True
REQ008159,20260312,SVC010,AGY006,CH002,SLA037,Community Partner,2026-03-12 14:51,2026-03-14 22:13,Resolved,Low,Grant Operations Team,55.37,False,False
REQ008160,20260302,SVC005,AGY004,CH004,SLA018,Senior,2026-03-02 09:14,2026-03-03 19:08,Resolved,Normal,Mobility Response Team,33.91,False,False
REQ008161,20251216,SVC002,AGY001,CH003,SLA005,Community Partner,2025-12-16 09:24,2025-12-17 19:29,Resolved,Low,Citizen Portal Team,34.10,False,False
REQ008162,20251221,SVC006,AGY005,CH003,SLA022,Resident,2025-12-21 14:54,2025-12-23 21:23,Resolved,Normal,Housing Assistance Team,54.48,False,False
REQ008163,20260401,SVC006,AGY005,CH003,SLA023,Caregiver,2026-04-01 12:40,,Pending Citizen,High,Housing Assistance Team,,False,True
REQ008164,20251129,SVC005,AGY004,CH001,SLA018,Visitor,2025-11-29 14:24,2025-12-02 06:52,Resolved,Normal,Mobility Response Team,64.48,False,False
REQ008165,20260208,SVC002,AGY001,CH002,SLA007,Senior,2026-02-08 11:56,2026-02-09 04:58,Resolved,High,Citizen Portal Team,17.03,False,False
REQ008166,20251229,SVC008,AGY008,CH001,SLA030,Senior,2025-12-29 10:21,2026-01-01 06:43,Resolved,Normal,Workforce Case Team,68.38,False,False
REQ008167,20260225,SVC004,AGY002,CH002,SLA016,Business User,2026-02-25 17:13,2026-02-26 15:20,Closed,Urgent,Case Operations Team,22.13,False,False
REQ008168,20260105,SVC006,AGY005,CH002,SLA023,Business User,2026-01-05 09:51,2026-01-06 15:02,Resolved,High,Housing Assistance Team,29.19,False,False
REQ008169,20260106,SVC005,AGY004,CH002,SLA019,Caregiver,2026-01-06 12:16,2026-01-07 02:26,Resolved,High,Mobility Response Team,14.18,False,False
REQ008170,20251222,SVC012,AGY004,CH005,SLA046,Business User,2025-12-22 15:30,2025-12-23 11:17,Resolved,Normal,Mobility Response Team,19.79,False,False
REQ008171,20260202,SVC005,AGY004,CH003,SLA017,Senior,2026-02-02 08:08,2026-02-07 14:14,Closed,Low,Mobility Response Team,126.10,False,False
REQ008172,20260528,SVC003,AGY006,CH003,SLA011,Senior,2026-05-28 18:39,,Pending Citizen,High,Grant Operations Team,,False,True
REQ008173,20250718,SVC012,AGY004,CH003,SLA045,Resident,2025-07-18 13:48,,In Progress,Low,Mobility Response Team,,False,True
REQ008174,20251209,SVC009,AGY001,CH001,SLA034,Visitor,2025-12-09 21:13,2025-12-11 07:48,Closed,Normal,Citizen Portal Team,34.59,False,False
REQ008175,20251006,SVC010,AGY006,CH001,SLA038,Community Partner,2025-10-06 13:37,,Pending Citizen,Normal,Grant Operations Team,,False,True
REQ008176,20260130,SVC010,AGY006,CH005,SLA038,Caregiver,2026-01-30 15:51,2026-02-01 02:23,Resolved,Normal,Grant Operations Team,34.55,False,False
REQ008177,20260408,SVC011,AGY002,CH002,SLA042,Senior,2026-04-08 16:27,,In Progress,Normal,Case Operations Team,,False,True
REQ008178,20260301,SVC010,AGY006,CH002,SLA038,Community Partner,2026-03-01 14:40,2026-03-03 04:05,Resolved,Normal,Grant Operations Team,37.43,False,False
REQ008179,20250721,SVC005,AGY004,CH004,SLA018,Caregiver,2025-07-21 08:33,2025-07-24 11:16,Resolved,Normal,Mobility Response Team,74.72,False,False
REQ008180,20260224,SVC001,AGY003,CH001,SLA001,Senior,2026-02-24 14:35,2026-02-27 03:19,Resolved,Low,Licensing Review Team,60.74,False,False
REQ008181,20250926,SVC009,AGY001,CH002,SLA035,Caregiver,2025-09-26 20:50,2025-09-27 18:57,Resolved,High,Citizen Portal Team,22.13,False,False
REQ008182,20251110,SVC006,AGY005,CH003,SLA024,Resident,2025-11-10 14:19,2025-11-12 22:26,Resolved,Urgent,Housing Assistance Team,56.13,True,False
REQ008183,20260328,SVC001,AGY003,CH003,SLA003,Visitor,2026-03-28 11:18,2026-03-29 22:35,Closed,High,Licensing Review Team,35.29,False,False
REQ008184,20260108,SVC005,AGY004,CH001,SLA018,Community Partner,2026-01-08 18:15,2026-01-09 18:45,Resolved,Normal,Mobility Response Team,24.51,False,False
REQ008185,20251210,SVC004,AGY002,CH002,SLA014,Caregiver,2025-12-10 11:58,2025-12-13 08:22,Resolved,Normal,Case Operations Team,68.40,False,False
REQ008186,20250625,SVC007,AGY007,CH001,SLA026,Visitor,2025-06-25 09:26,2025-06-26 09:23,Resolved,Normal,Health Service Desk,23.96,False,False
REQ008187,20250715,SVC006,AGY005,CH002,SLA022,Community Partner,2025-07-15 17:44,2025-07-19 08:49,Closed,Normal,Housing Assistance Team,87.10,True,False
REQ008188,20260525,SVC005,AGY004,CH004,SLA018,Community Partner,2026-05-25 22:09,2026-05-29 02:18,Resolved,Normal,Mobility Response Team,76.16,False,False
REQ008189,20260417,SVC003,AGY006,CH002,SLA011,Senior,2026-04-17 12:06,2026-04-20 19:27,Resolved,High,Grant Operations Team,79.36,True,False
REQ008190,20260328,SVC001,AGY003,CH001,SLA002,Caregiver,2026-03-28 16:20,2026-03-31 01:49,Resolved,Normal,Licensing Review Team,57.49,False,False
REQ008191,20250626,SVC009,AGY001,CH005,SLA034,Community Partner,2025-06-26 17:01,2025-06-28 14:46,Resolved,Normal,Citizen Portal Team,45.77,False,False
REQ008192,20251007,SVC011,AGY002,CH001,SLA044,Visitor,2025-10-07 10:26,2025-10-07 23:07,Resolved,Urgent,Case Operations Team,12.70,False,False
REQ008193,20250613,SVC004,AGY002,CH004,SLA013,Resident,2025-06-13 22:28,2025-06-18 09:35,Closed,Low,Case Operations Team,107.13,False,False
REQ008194,20251130,SVC003,AGY006,CH002,SLA009,Visitor,2025-11-30 11:21,2025-12-07 05:04,Closed,Low,Grant Operations Team,161.73,True,False
REQ008195,20251225,SVC009,AGY001,CH002,SLA033,Business User,2025-12-25 08:01,2025-12-26 18:27,Closed,Low,Citizen Portal Team,34.44,False,False
REQ008196,20260226,SVC007,AGY007,CH003,SLA027,Business User,2026-02-26 17:07,2026-02-28 18:06,Closed,High,Health Service Desk,48.99,False,False
REQ008197,20250625,SVC010,AGY006,CH005,SLA037,Resident,2025-06-25 18:36,2025-06-27 06:10,Resolved,Low,Grant Operations Team,35.57,False,False
REQ008198,20260309,SVC009,AGY001,CH005,SLA035,Visitor,2026-03-09 09:29,,In Progress,High,Citizen Portal Team,,False,True
REQ008199,20260209,SVC001,AGY003,CH003,SLA003,Business User,2026-02-09 11:24,2026-02-11 09:44,Closed,High,Licensing Review Team,46.35,False,False
REQ008200,20260210,SVC004,AGY002,CH002,SLA014,Caregiver,2026-02-10 10:00,2026-02-11 06:15,Resolved,Normal,Case Operations Team,20.26,False,False
REQ008201,20250627,SVC007,AGY007,CH002,SLA025,Community Partner,2025-06-27 16:28,2025-06-28 17:01,Closed,Low,Health Service Desk,24.56,False,False
REQ008202,20250711,SVC002,AGY001,CH001,SLA006,Business User,2025-07-11 14:22,,New,Normal,Citizen Portal Team,,False,True
REQ008203,20260507,SVC005,AGY004,CH004,SLA017,Senior,2026-05-07 16:27,2026-05-12 09:12,Resolved,Low,Mobility Response Team,112.76,False,False
REQ008204,20260416,SVC001,AGY003,CH003,SLA003,Community Partner,2026-04-16 09:54,,New,High,Licensing Review Team,,False,True
REQ008205,20251226,SVC009,AGY001,CH003,SLA034,Visitor,2025-12-26 19:11,2025-12-27 20:53,Resolved,Normal,Citizen Portal Team,25.71,False,False
REQ008206,20250819,SVC010,AGY006,CH003,SLA038,Community Partner,2025-08-19 19:26,2025-08-22 21:36,Closed,Normal,Grant Operations Team,74.17,False,False
REQ008207,20260423,SVC006,AGY005,CH005,SLA022,Resident,2026-04-23 10:38,2026-04-28 20:24,Closed,Normal,Housing Assistance Team,129.78,True,False
REQ008208,20260529,SVC012,AGY004,CH001,SLA046,Caregiver,2026-05-29 07:34,2026-05-30 15:56,Resolved,Normal,Mobility Response Team,32.37,False,False
REQ008209,20250814,SVC004,AGY002,CH003,SLA014,Resident,2025-08-14 12:40,2025-08-20 17:15,Resolved,Normal,Case Operations Team,148.60,True,False
REQ008210,20250913,SVC003,AGY006,CH004,SLA010,Senior,2025-09-13 10:46,2025-09-15 20:19,Closed,Normal,Grant Operations Team,57.56,False,False
REQ008211,20260424,SVC010,AGY006,CH001,SLA038,Visitor,2026-04-24 07:57,2026-04-27 21:02,Closed,Normal,Grant Operations Team,85.09,False,False
REQ008212,20260211,SVC010,AGY006,CH001,SLA039,Community Partner,2026-02-11 21:01,2026-02-15 07:02,Closed,High,Grant Operations Team,82.02,True,False
REQ008213,20250613,SVC004,AGY002,CH001,SLA014,Caregiver,2025-06-13 17:18,2025-06-19 11:30,Closed,Normal,Case Operations Team,138.21,True,False
REQ008214,20250613,SVC004,AGY002,CH003,SLA014,Caregiver,2025-06-13 09:59,2025-06-15 11:24,Resolved,Normal,Case Operations Team,49.43,False,False
REQ008215,20260413,SVC003,AGY006,CH003,SLA010,Visitor,2026-04-13 15:00,2026-04-14 09:37,Resolved,Normal,Grant Operations Team,18.63,False,False
REQ008216,20250620,SVC010,AGY006,CH003,SLA038,Resident,2025-06-20 10:11,,Pending Citizen,Normal,Grant Operations Team,,False,True
REQ008217,20251015,SVC012,AGY004,CH003,SLA047,Resident,2025-10-15 15:36,2025-10-17 15:13,Resolved,High,Mobility Response Team,47.63,False,False
REQ008218,20251008,SVC009,AGY001,CH003,SLA034,Visitor,2025-10-08 15:18,,In Progress,Normal,Citizen Portal Team,,False,True
REQ008219,20250909,SVC007,AGY007,CH003,SLA026,Resident,2025-09-09 20:49,2025-09-13 02:31,Resolved,Normal,Health Service Desk,77.71,False,False
REQ008220,20260514,SVC003,AGY006,CH001,SLA010,Caregiver,2026-05-14 17:09,2026-05-16 15:56,Resolved,Normal,Grant Operations Team,46.79,False,False
REQ008221,20251102,SVC010,AGY006,CH003,SLA037,Caregiver,2025-11-02 11:11,2025-11-06 12:37,Resolved,Low,Grant Operations Team,97.44,False,False
REQ008222,20260217,SVC006,AGY005,CH005,SLA023,Community Partner,2026-02-17 15:11,2026-02-22 06:44,Resolved,High,Housing Assistance Team,111.56,True,False
REQ008223,20250708,SVC009,AGY001,CH001,SLA034,Caregiver,2025-07-08 13:28,2025-07-13 08:52,Resolved,Normal,Citizen Portal Team,115.41,True,False
REQ008224,20250718,SVC004,AGY002,CH001,SLA014,Senior,2025-07-18 16:21,2025-07-20 22:29,Resolved,Normal,Case Operations Team,54.13,False,False
REQ008225,20250623,SVC002,AGY001,CH001,SLA007,Community Partner,2025-06-23 15:12,2025-06-27 16:51,Closed,High,Citizen Portal Team,97.66,True,False
REQ008226,20250603,SVC010,AGY006,CH004,SLA037,Resident,2025-06-03 07:58,2025-06-05 13:43,Resolved,Low,Grant Operations Team,53.76,False,False
REQ008227,20260202,SVC010,AGY006,CH003,SLA038,Visitor,2026-02-02 08:03,2026-02-06 02:52,Resolved,Normal,Grant Operations Team,90.83,False,False
REQ008228,20260114,SVC002,AGY001,CH002,SLA006,Resident,2026-01-14 15:12,,New,Normal,Citizen Portal Team,,False,True
REQ008229,20251107,SVC005,AGY004,CH003,SLA018,Business User,2025-11-07 16:27,2025-11-09 20:16,Resolved,Normal,Mobility Response Team,51.83,False,False
REQ008230,20250903,SVC005,AGY004,CH001,SLA017,Community Partner,2025-09-03 09:17,2025-09-04 13:08,Resolved,Low,Mobility Response Team,27.86,False,False
REQ008231,20260506,SVC006,AGY005,CH001,SLA022,Senior,2026-05-06 15:50,2026-05-08 09:45,Resolved,Normal,Housing Assistance Team,41.93,False,False
REQ008232,20260204,SVC001,AGY003,CH003,SLA003,Senior,2026-02-04 09:45,2026-02-04 22:02,Resolved,High,Licensing Review Team,12.29,False,False
REQ008233,20251110,SVC006,AGY005,CH003,SLA022,Caregiver,2025-11-10 15:19,2025-11-14 00:46,Resolved,Normal,Housing Assistance Team,81.47,False,False
REQ008234,20251003,SVC009,AGY001,CH001,SLA034,Senior,2025-10-03 15:02,,In Progress,Normal,Citizen Portal Team,,False,True
REQ008235,20251227,SVC001,AGY003,CH001,SLA001,Business User,2025-12-27 10:58,2026-01-03 01:45,Resolved,Low,Licensing Review Team,158.79,True,False
REQ008236,20260301,SVC007,AGY007,CH003,SLA026,Resident,2026-03-01 14:54,2026-03-08 15:26,Closed,Normal,Health Service Desk,168.54,True,False
REQ008237,20260206,SVC004,AGY002,CH001,SLA014,Business User,2026-02-06 19:29,,In Progress,Normal,Case Operations Team,,False,True
REQ008238,20250722,SVC009,AGY001,CH002,SLA035,Caregiver,2025-07-22 12:31,2025-07-24 02:21,Resolved,High,Citizen Portal Team,37.84,False,False
REQ008239,20251014,SVC006,AGY005,CH002,SLA023,Visitor,2025-10-14 19:40,,In Progress,High,Housing Assistance Team,,False,True
REQ008240,20251215,SVC004,AGY002,CH001,SLA014,Resident,2025-12-15 18:13,2025-12-17 15:17,Closed,Normal,Case Operations Team,45.07,False,False
REQ008241,20251110,SVC007,AGY007,CH004,SLA027,Visitor,2025-11-10 09:03,,New,High,Health Service Desk,,False,True
REQ008242,20250802,SVC006,AGY005,CH002,SLA022,Caregiver,2025-08-02 10:11,,In Progress,Normal,Housing Assistance Team,,False,True
REQ008243,20250704,SVC002,AGY001,CH001,SLA007,Visitor,2025-07-04 13:16,2025-07-05 14:03,Closed,High,Citizen Portal Team,24.80,False,False
